SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR_1,COURSE_DESCRIPTION
11818,LAS,AHIS-121,1,4,4,Foundations of Western Art: Renaissance to Contemporary,C,B,Y,11:00,12:20,TH,88,,"Ogata, Amy",THH102,88,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history."
11822,LAS,AHIS-121,1,0,0,Foundations of Western Art: Renaissance to Contemporary,D,B,Y,15:00,15:50,M,21,,"Park, Jiyoon",THHB9,21,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history."
11820,LAS,AHIS-121,1,0,0,Foundations of Western Art: Renaissance to Contemporary,D,B,Y,10:00,10:50,F,24,,"Griffith, Kathryn, Wilkins",DMC155,24,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history."
11821,LAS,AHIS-121,1,0,0,Foundations of Western Art: Renaissance to Contemporary,D,B,Y,14:00,14:50,M,24,,"Park, Jiyoon",THHB9,24,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history."
11819,LAS,AHIS-121,1,0,0,Foundations of Western Art: Renaissance to Contemporary,D,B,Y,9:00,9:50,F,19,,"Griffith, Kathryn, Wilkins",DMC155,19,"European art and its legacy in the Americas. Painting, sculpture, architecture and other visual media considered in relation to social and cultural history."
11873,LAS,AHIS-215,1,4,4,Studies in Architecture and Urbanism,C,,Y,12:30,13:50,TH,19,,"Di Palma, Vittoria",DMC154,19,"Analyzing a wide range of case studies, this course provides a roadmap to analyze and interpret the built environment in many different eras and contexts."
11912,LAS,AHIS-304,1,4,4,"Art, Power and Identity in Renaissance Italy",CD,,Y,14:00,15:20,TH,26,,"Pon, Lisa",KAP148,26,"Explores the visual, material and performative aspects of Italian culture in the expression of power and the construction of identity in the Renaissance."
11924,LAS,AHIS-322,1,4,4,Roman Art and Archaeology,C,,Y,11:00,12:20,TH,18,,"Pollini, John",THH110,18,"Survey of the art and architecture of ancient Rome and its empire, from the beginnings of the city through Constantine (8th century BCE to 4th century CE)."
11959,LAS,AHIS-366,1,4,4,"Picturing Democracy: American Art and Visual | Culture, 1750-1900",CD,F,Y,11:00,12:20,TH,12,,"Flint, Kate",DMC259,12,Studies the art and visual culture of the United States from nation formation to the World's Columbian Exposition of 1893.
11974,LAS,AHIS-373,1,4,4,History and Theory of Photography,CD,,Y,12:30,13:50,TH,19,,"Burton, Samantha",MHPB7B,19,Explores key moments in the history of photography from its invention to the present. Issues include modernity and mass culture; photography as a fine art; technologies of vision.
11977,LAS,AHIS-381,1,4,4,Visual Cultures of Asia,CD,,Y,14:00,15:20,MW,19,,"Hwang, Yoonah",THH217,19,"Exploration of one or more major traditions of visual culture in Asia through cross-cultural, interdisciplinary perspectives."
12025,LAS,AHIS-470,803,4,4,Studies in Contemporary Art,C,,Y,TBA,TBA,,14,,"Hudson, Suzanne, Perling",OFFICE,14,In-depth exploration of specified topics within the area of contemporary art and architecture.
12042,LAS,AHIS-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,4,,"Pon, Lisa",OFFICE,4,Individual research and readings. Not available for graduate credit.
12043,LAS,AHIS-492,1,2,2,Museum Educator Training,C,,Y,TBA,TBA,,2,,"Reyes, Hector",OFFICE,2,Experiential research conducted at the Getty Center museum; supervised development of docent skills.
10104,LAS,ALI-225,1,2,2,Academic and Professional Writing Skills I,C,,N,11:00,12:20,TH,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI course.
10107,LAS,ALI-234,1,2,2,Academic and Professional Speaking Skills II,C,,Y,14:00,15:20,TH,11,,"Kirkpatrick, Juli, Ann",THH113,11,Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10109,LAS,ALI-234,1,2,2,Academic and Professional Speaking Skills II,C,,N,15:30,16:50,TH,0,,,OFFICE,0,Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10108,LAS,ALI-234,1,2,2,Academic and Professional Speaking Skills II,C,,N,14:00,15:20,TH,0,,,OFFICE,0,Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10106,LAS,ALI-234,1,2,2,Academic and Professional Speaking Skills II,C,,Y,14:00,15:20,MW,11,,"Murphy, Mary Ann",THH117,11,Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10116,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,Y,12:30,13:50,MW,10,,"Kirkpatrick, Juli, Ann",SOSB43,10,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10112,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,N,12:30,13:50,TH,0,,,,0,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10114,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,Y,14:00,15:20,MW,9,,"Kirkpatrick, Juli, Ann",DMC104,9,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10113,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,Y,12:30,13:50,TH,7,,"Martinez, Olivia, Veronica",DMC104,7,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10117,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,N,15:30,16:50,MW,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10111,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,Y,11:00,12:20,TH,4,,"Briesch Sumner, Kimberley",WPH104,4,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10115,LAS,ALI-235,1,2,2,Academic and Professional Writing Skills II,C,,N,14:00,15:20,MW,0,,,,0,Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.
10123,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,Y,12:30,13:50,TH,9,,"Briesch Sumner, Kimberley",SOSB38,9,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10127,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,Y,17:00,18:20,TH,6,,"Briesch Sumner, Kimberley",THH111,6,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10125,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,N,14:00,15:20,TH,0,,,,0,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10121,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,N,8:00,9:20,TH,0,,,,0,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10124,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,N,14:00,15:20,MW,0,,,OFFICE,0,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10126,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,N,15:30,16:50,TH,0,,,,0,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10122,LAS,ALI-244,1,2,2,Academic and Professional Speaking Skills III,C,,Y,11:00,12:20,TH,8,,"Martinez, Olivia, Veronica",SOSB45,8,Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10129,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,8:30,9:50,MW,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10131,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,Y,9:30,10:50,TH,8,,"Kang, Nina",THH111,8,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10139,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,17:00,18:20,MW,0,,,,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10135,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,12:30,13:50,TH,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10137,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,Y,15:30,16:50,MW,14,,"Jones, Richard",THH117,14,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10133,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,Y,11:00,12:20,TH,9,,"Kang, Nina",DMC104,9,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10132,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,10:00,11:20,TH,0,,"Jones, Richard",OFFICE,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10130,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,8:00,9:20,TH,0,,,,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10138,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,15:30,16:50,MW,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10134,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,Y,12:30,13:50,TH,12,,"Kang, Nina",DMC153,12,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10136,LAS,ALI-245,1,2,2,Academic and Professional Writing III,C,,N,14:00,15:20,MW,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.
10142,LAS,ALI-246,1,3,3,Intermediate Oral Communication for ITAs,C,,N,10:00,11:50,MW,0,,,OFFICE,0,Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.
10146,LAS,ALI-254,1,2,2,Academic and Professional Speaking Skills IV,C,,N,15:30,16:50,MW,0,,,OFFICE,0,Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10147,LAS,ALI-254,1,2,2,Academic and Professional Speaking Skills IV,C,,Y,12:00,13:50,MW,5,,"Martinez, Olivia, Veronica",THH109,5,Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10145,LAS,ALI-254,1,2,2,Academic and Professional Speaking Skills IV,C,,N,14:00,15:20,TH,0,,,OFFICE,0,Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10149,LAS,ALI-255,1,2,2,Academic and Professional Writing Skills IV,C,,N,15:30,16:50,TH,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10148,LAS,ALI-255,1,2,2,Academic and Professional Writing Skills IV,C,,N,9:30,10:50,TH,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10151,LAS,ALI-255,1,2,2,Academic and Professional Writing Skills IV,C,,N,17:00,18:20,MW,0,,,OFFICE,0,Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10150,LAS,ALI-255,1,2,2,Academic and Professional Writing Skills IV,C,,Y,15:30,16:50,TH,12,,"Jones, Richard",SOSB43,12,Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.
10153,LAS,ALI-256,1,3,3,High Intermediate Oral Communication for ITAs,C,,Y,10:00,11:50,TH,6,,"Tzoytzoyrakos, Anastassia",THH107,6,Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.
10152,LAS,ALI-256,1,3,3,High Intermediate Oral Communication for ITAs,C,,Y,10:00,11:50,MW,7,,"Tzoytzoyrakos, Anastassia",SOSB43,7,Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.
10320,LAS,AMST-135,1,4,4,Peoples and Cultures of the Americas,C,Y,Y,11:00,12:20,TH,97,,"Chavez, Alicia, L.",SGM101,97,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10362,LAS,AMST-206,1,0,0,The Politics and Culture of the 1960s,D,Y,N,15:00,15:50,W,0,,,OFFICE,0,Examines political and cultural change in the United States during the decade of the 1960s.
10324,LAS,AMST-135,1,0,0,Peoples and Cultures of the Americas,D,Y,Y,10:00,10:50,M,23,,"Chavez, Alicia, L.",GFS229,23,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10327,LAS,AMST-135,1,0,0,Peoples and Cultures of the Americas,D,Y,Y,13:00,13:50,M,26,,"Chavez, Alicia, L.",DMC206,26,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10323,LAS,AMST-135,1,0,0,Peoples and Cultures of the Americas,D,Y,Y,10:00,10:50,W,24,,"Chavez, Alicia, L.",KAP140,24,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10325,LAS,AMST-135,1,0,0,Peoples and Cultures of the Americas,D,Y,Y,13:00,13:50,W,24,,"Chavez, Alicia, L.",GFS221,24,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10321,LAS,AMST-135,1,0,0,Peoples and Cultures of the Americas,D,Y,N,10:00,10:50,F,0,,,OFFICE,0,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10322,LAS,AMST-135,1,0,0,Peoples and Cultures of the Americas,D,Y,N,11:00,11:50,F,0,,,OFFICE,0,"An introduction to cultures and people in the Americas; the social, historical, economic and cultural formations that together make up the Latino/a American imaginary."
10329,LAS,AMST-140,1,4,4,Borderlands in a Global Context,CD,Y,Y,9:30,10:50,TH,30,,"Rodriguez, Nalya",GFS222,30,"Interdisciplinary survey of theory and borderland site cases, national sentiment, linguistic and cultural conflicts, exploration of local, regional, and national identities in cultural contact zones."
10338,LAS,AMST-150,1,4,4,The American War in Viet Nam,C,Y,Y,11:00,12:20,TH,96,,"Berg, Rick",SAL101,96,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10339,LAS,AMST-150,1,0,0,The American War in Viet Nam,D,Y,Y,10:00,10:50,W,21,,"Vu, Jason, Tuan",DMC106,21,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10342,LAS,AMST-150,1,0,0,The American War in Viet Nam,D,Y,Y,13:00,13:50,W,21,,"Paramehta, Teraya",GFS108,21,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10344,LAS,AMST-150,1,0,0,The American War in Viet Nam,D,Y,Y,11:00,11:50,F,13,,"Wilson, Tiara, M.",SGM226,13,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10340,LAS,AMST-150,1,0,0,The American War in Viet Nam,D,Y,Y,12:00,12:50,F,13,,"Wilson, Tiara, M.",VHE214,13,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10343,LAS,AMST-150,1,0,0,The American War in Viet Nam,D,Y,Y,13:00,13:50,F,5,,"Vu, Jason, Tuan",GFS221,5,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10341,LAS,AMST-150,1,0,0,The American War in Viet Nam,D,Y,Y,11:00,11:50,W,23,,"Paramehta, Teraya",GFS220,23,Examination of the ways that different nations and cultures have remembered the Vietnam War or the American War as it is called in Vietnam. (Duplicates credit in former AMST 377)
10347,LAS,AMST-200,1,4,4,Introduction to American Studies and Ethnicity,C,L,Y,12:30,13:50,TH,43,,"Chavez, Alicia, L.",KAP144,43,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues."
10346,LAS,AMST-200,1,4,4,Introduction to American Studies and Ethnicity,CD,,N,17:00,18:20,TH,0,,,,0,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues."
10348,LAS,AMST-200,1,0,0,Introduction to American Studies and Ethnicity,D,L,Y,12:00,12:50,W,23,,"Ejercito, Karlynne Aila, Cruz",SGM226,23,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues."
10349,LAS,AMST-200,1,0,0,Introduction to American Studies and Ethnicity,D,L,Y,12:00,12:50,F,20,,"Ejercito, Karlynne Aila, Cruz",KAP167,20,"Introduction to American studies and ethnic studies. Provides an overview of major theories, concepts, and issues."
10359,LAS,AMST-204,1,4,4,Introduction to Native Studies,C,Y,Y,10:00,11:50,MW,30,,"Finley, Chris",GFS223,30,"Overview of Native American studies, including Indigenous intellectualism and resistance through language revitalization, film-making, and the recognition of one another."
10360,LAS,AMST-205,1,4,4,Introduction to American Popular Culture,C,Y,Y,12:30,13:50,TH,49,,"Mitchell, Joshua",ZHS252,49,"Examines the relation between U.S. national culture, race, and popular culture."
10365,LAS,AMST-205,1,0,0,Introduction to American Popular Culture,D,Y,Y,13:00,13:50,F,25,,"Briz, Ana, Cristina",GFS220,25,"Examines the relation between U.S. national culture, race, and popular culture."
10364,LAS,AMST-205,1,0,0,Introduction to American Popular Culture,D,Y,Y,11:00,11:50,F,24,,"Briz, Ana, Cristina",VHE206,24,"Examines the relation between U.S. national culture, race, and popular culture."
10361,LAS,AMST-206,1,4,4,The Politics and Culture of the 1960s,CD,Y,Y,14:00,15:20,TH,30,,"Finley, Chris",LVL13,30,Examines political and cultural change in the United States during the decade of the 1960s.
10374,LAS,AMST-206,1,0,0,The Politics and Culture of the 1960s,D,Y,N,13:00,13:50,F,0,,,OFFICE,0,Examines political and cultural change in the United States during the decade of the 1960s.
10370,LAS,AMST-206,1,0,0,The Politics and Culture of the 1960s,D,Y,N,12:00,12:50,F,0,,,OFFICE,0,Examines political and cultural change in the United States during the decade of the 1960s.
10379,LAS,AMST-206,1,0,0,The Politics and Culture of the 1960s,D,Y,N,15:00,15:50,F,0,,,,0,Examines political and cultural change in the United States during the decade of the 1960s.
10369,LAS,AMST-206,1,0,0,The Politics and Culture of the 1960s,D,Y,N,14:00,14:50,W,0,,,OFFICE,0,Examines political and cultural change in the United States during the decade of the 1960s.
10301,LAS,AMST-211,1,0,0,Sex in America,D,,Y,11:00,11:50,F,25,,"Kuffour, Julian",DMC206,25,"Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond."
10302,LAS,AMST-211,1,0,0,Sex in America,D,,Y,13:00,13:50,F,23,,"Kuffour, Julian",DMC203,23,"Explores how the proliferation of sexual cultures, identities, politics shape everyday lives in the United States and beyond."
10371,LAS,AMST-230,1,4,4,Introduction to African American Studies,C,Y,Y,11:00,12:20,TH,40,,"LaBennett, Oneka",VPD116,40,Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.
10304,LAS,AMST-230,1,0,0,Introduction to African American Studies,D,,Y,11:00,11:50,F,24,,"Davennes, Aurelien",KAP148,24,Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.
10303,LAS,AMST-230,1,0,0,Introduction to African American Studies,D,,Y,10:00,10:50,F,16,,"Davennes, Aurelien",KAP140,16,Examines the socio-historical and political imperatives of multi-disciplinary scholarship foundational to the study of African Americans.
10372,LAS,AMST-250,1,4,4,The African Diaspora,C,Y,Y,9:30,10:50,TH,116,,"Moudileno, Lydie, Esther",THH202,116,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10378,LAS,AMST-250,1,0,0,The African Diaspora,D,Y,Y,13:00,13:50,M,19,,"McKeever, Maya, Lucita",GFS104,19,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10376,LAS,AMST-250,1,0,0,The African Diaspora,D,Y,Y,12:00,12:50,W,18,,"Comas-Short, Alejandro, Martin",VHE206,18,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10375,LAS,AMST-250,1,0,0,The African Diaspora,D,Y,Y,11:00,11:50,F,24,,"Morales, Jaden, Alexander",KAP167,24,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10377,LAS,AMST-250,1,0,0,The African Diaspora,D,Y,Y,12:00,12:50,M,19,,"McKeever, Maya, Lucita",GFS229,19,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10373,LAS,AMST-250,1,0,0,The African Diaspora,D,Y,Y,10:00,10:50,F,24,,"Morales, Jaden, Alexander",GFS222,24,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10380,LAS,AMST-250,1,0,0,The African Diaspora,D,Y,Y,13:00,13:50,W,12,,"Comas-Short, Alejandro, Martin",GFS105,12,"History, political-economy and aesthetics of the African Diaspora with emphasis on Latin America, the Caribbean, Europe and Africa."
10390,LAS,AMST-274,1,4,4,Exploring Ethnicity through Film,C,Y,Y,12:00,13:50,MW,32,,"Keeling, Kara",GFS101,32,Examination of the constructions of American ethnicity/race in film.
10393,LAS,AMST-274,1,0,0,Exploring Ethnicity through Film,D,Y,N,11:00,11:50,F,0,,,OFFICE,0,Examination of the constructions of American ethnicity/race in film.
10395,LAS,AMST-274,1,0,0,Exploring Ethnicity through Film,D,Y,Y,16:00,16:50,W,13,,"Tuason, Carlo",DMC161,13,Examination of the constructions of American ethnicity/race in film.
10391,LAS,AMST-274,1,0,0,Exploring Ethnicity through Film,D,Y,N,9:00,9:50,F,0,,,,0,Examination of the constructions of American ethnicity/race in film.
10394,LAS,AMST-274,1,0,0,Exploring Ethnicity through Film,D,Y,N,12:00,12:50,F,0,,,,0,Examination of the constructions of American ethnicity/race in film.
10396,LAS,AMST-274,1,0,0,Exploring Ethnicity through Film,D,Y,Y,15:00,15:50,W,19,,"Tuason, Carlo",DMC161,19,Examination of the constructions of American ethnicity/race in film.
10392,LAS,AMST-274,1,0,0,Exploring Ethnicity through Film,D,Y,N,10:00,10:50,F,0,,,OFFICE,0,Examination of the constructions of American ethnicity/race in film.
10408,LAS,AMST-301,1,4,4,"America, the Frontier, and the New West",C,Y,Y,14:00,15:50,MW,93,,"Nieva, Chrisshonna, Grant",THH301,93,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10415,LAS,AMST-301,1,0,0,"America, the Frontier, and the New West",D,Y,Y,13:00,13:50,M,24,,"Nieva, Chrisshonna, Grant",GFS108,24,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10409,LAS,AMST-301,1,0,0,"America, the Frontier, and the New West",D,Y,Y,13:00,13:50,W,24,,"Nieva, Chrisshonna, Grant",GFS104,24,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10411,LAS,AMST-301,1,0,0,"America, the Frontier, and the New West",D,Y,N,16:00,16:50,M,0,,,OFFICE,0,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10412,LAS,AMST-301,1,0,0,"America, the Frontier, and the New West",D,Y,N,16:00,16:50,W,0,,,OFFICE,0,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10410,LAS,AMST-301,1,0,0,"America, the Frontier, and the New West",D,Y,Y,11:00,11:50,H,23,,"Nieva, Chrisshonna, Grant",ZHS360,23,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10413,LAS,AMST-301,1,0,0,"America, the Frontier, and the New West",D,Y,Y,11:00,11:50,T,22,,"Nieva, Chrisshonna, Grant",ZHS360,22,"Introduction to an interdisciplinary study of American political, cultural and social life with a particular emphasis on the Western United States as a region. Recommended preparation: HIST 200, ENGL 263"
10423,LAS,AMST-325,1,4,4,The Middle East in Hollywood,C,,Y,11:00,12:20,TH,41,,"Alsultany, Evelyn, Azeeza",DMC150,41,"An examination of how Hollywood representations of the Middle East have changed over the last 100 years, focusing on how representations influence perceptions and policies."
60205,LASH,SLL-152,1,4,4,Elementary Polish II,C,,Y,10:00,11:40,TH,6,,"Brylak, Andrzej, Leszek",OFFICE,6,Continuation of 122. Prerequisite: 122.
10425,LAS,AMST-325,1,0,0,The Middle East in Hollywood,D,,Y,10:00,10:50,F,21,,"Ujayli, Zaina",KAP159,21,"An examination of how Hollywood representations of the Middle East have changed over the last 100 years, focusing on how representations influence perceptions and policies."
10427,LAS,AMST-325,1,0,0,The Middle East in Hollywood,D,,Y,11:00,11:50,F,20,,"Ujayli, Zaina",KAP146,20,"An examination of how Hollywood representations of the Middle East have changed over the last 100 years, focusing on how representations influence perceptions and policies."
10443,LAS,AMST-493,1,4,4,Senior Honors Thesis in American Studies and Ethnicity,C,,Y,14:00,16:50,W,12,,"Jacobs, Lanita",KAP138,12,Writing the honors thesis; for students in one of the four American Studies and Ethnicity majors and Honors Program.
10486,LAS,AMST-635,1,4,4,Critical Spatial Methods,C,,Y,14:00,16:50,T,13,,"De Lara, Juan",KAP147,13,An overview of key methodological and theoretical approaches to the study of race and space.
10601,LAS,ANTH-101,1,4,4,"Body, Mind and Healing: Introduction to Medical | Anthropology",C,,Y,9:30,10:50,TH,22,,"Moore, Erin, Patrice",KAP163,22,"The body, illness and healing from a cultural perspective, including comparative studies of folk healing systems, curing rituals and Western biomedical practices."
10704,LAS,ANTH-202,1,4,4,Archaeology: Our Human Past,C,B,Y,17:00,18:20,TH,100,,"Mayfield, Tracie",GFS106,100,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization."
10707,LAS,ANTH-202,1,0,0,Archaeology: Our Human Past,D,B,Y,13:00,13:50,T,27,,"Mayfield, Tracie",KAP113,27,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization."
10705,LAS,ANTH-202,1,0,0,Archaeology: Our Human Past,D,B,Y,8:00,8:50,T,23,,"Mayfield, Tracie",KAP145,23,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization."
10708,LAS,ANTH-202,1,0,0,Archaeology: Our Human Past,D,B,Y,14:00,14:50,T,25,,"Mayfield, Tracie",KAP164,25,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization."
10706,LAS,ANTH-202,1,0,0,Archaeology: Our Human Past,D,B,Y,9:00,9:50,T,25,,"Mayfield, Tracie",KAP145,25,"Archaeology as the means of investigating our shared human past, from the origins of humanity to the foundations of current civilization."
